round_name,round_type,system,bow_type,bow_group,spot_type,score,handicap
Bristol V,outdoor,imperial,compound,compound,,895,85
St George,outdoor,imperial,recurve,non-compound,,121,85
St George,outdoor,imperial,compound,compound,,121,85
Albion,outdoor,imperial,recurve,non-compound,,192,85
Albion,outdoor,imperial,compound,compound,,192,85
Windsor,outdoor,imperial,recurve,non-compound,,286,85
Windsor,outdoor,imperial,compound,compound,,286,85
Windsor 50,outdoor,imperial,recurve,non-compound,,404,85
Windsor 50,outdoor,imperial,compound,compound,,404,85
Windsor 40,outdoor,imperial,recurve,non-compound,,557,85
Windsor 40,outdoor,imperial,compound,compound,,557,85
Windsor 30,outdoor,imperial,recurve,non-compound,,732,85
Windsor 30,outdoor,imperial,compound,compound,,732,85
New Western,outdoor,imperial,recurve,non-compound,,75,85
New Western,outdoor,imperial,compound,compound,,75,85
Long Western,outdoor,imperial,recurve,non-compound,,134,85
Long Western,outdoor,imperial,compound,compound,,134,85
Western,outdoor,imperial,recurve,non-compound,,209,85
Western,outdoor,imperial,compound,compound,,209,85
Western 50,outdoor,imperial,recurve,non-compound,,295,85
Western 50,outdoor,imperial,compound,compound,,295,85
Western 40,outdoor,imperial,recurve,non-compound,,417,85
Western 40,outdoor,imperial,compound,compound,,417,85
Western 30,outdoor,imperial,recurve,non-compound,,570,85
Western 30,outdoor,imperial,compound,compound,,570,85
American,outdoor,imperial,recurve,non-compound,,239,85
American,outdoor,imperial,compound,compound,,239,85
St Nicholas,outdoor,imperial,recurve,non-compound,,356,85
St Nicholas,outdoor,imperial,compound,compound,,356,85
New National,outdoor,imperial,recurve,non-compound,,51,85
New National,outdoor,imperial,compound,compound,,51,85
Long National,outdoor,imperial,recurve,non-compound,,91,85
Long National,outdoor,imperial,compound,compound,,91,85
National,outdoor,imperial,recurve,non-compound,,148,85
National,outdoor,imperial,compound,compound,,148,85
National 50,outdoor,imperial,recurve,non-compound,,209,85
National 50,outdoor,imperial,compound,compound,,209,85
National 40,outdoor,imperial,recurve,non-compound,,295,85
National 40,outdoor,imperial,compound,compound,,295,85
National 30,outdoor,imperial,recurve,non-compound,,407,85
National 30,outdoor,imperial,compound,compound,,407,85
New Warwick,outdoor,imperial,recurve,non-compound,,38,85
New Warwick,outdoor,imperial,compound,compound,,38,85
Long Warwick,outdoor,imperial,recurve,non-compound,,67,85
Long Warwick,outdoor,imperial,compound,compound,,67,85
Warwick,outdoor,imperial,recurve,non-compound,,105,85
Warwick,outdoor,imperial,compound,compound,,105,85
Warwick 50,outdoor,imperial,recurve,non-compound,,148,85
Warwick 50,outdoor,imperial,compound,compound,,148,85
Warwick 40,outdoor,imperial,recurve,non-compound,,209,85
Warwick 40,outdoor,imperial,compound,compound,,209,85
York,outdoor,imperial,recurve,non-compound,,124,86
York,outdoor,imperial,compound,compound,,124,86
Hereford / Bristol I,outdoor,imperial,recurve,non-compound,,206,86
Hereford / Bristol I,outdoor,imperial,compound,compound,,206,86
Bristol II,outdoor,imperial,recurve,non-compound,,322,86
Bristol II,outdoor,imperial,compound,compound,,322,86
Bristol III,outdoor,imperial,recurve,non-compound,,457,86
Bristol III,outdoor,imperial,compound,compound,,457,86
Bristol IV,outdoor,imperial,recurve,non-compound,,645,86
Bristol IV,outdoor,imperial,compound,compound,,645,86
Bristol V,outdoor,imperial,recurve,non-compound,,877,86
Bristol V,outdoor,imperial,compound,compound,,877,86
St George,outdoor,imperial,recurve,non-compound,,114,86
St George,outdoor,imperial,compound,compound,,114,86
Albion,outdoor,imperial,recurve,non-compound,,181,86
Albion,outdoor,imperial,compound,compound,,181,86
Windsor,outdoor,imperial,recurve,non-compound,,273,86
Windsor,outdoor,imperial,compound,compound,,273,86
Windsor 50,outdoor,imperial,recurve,non-compound,,388,86
Windsor 50,outdoor,imperial,compound,compound,,388,86
Windsor 40,outdoor,imperial,recurve,non-compound,,542,86
Windsor 40,outdoor,imperial,compound,compound,,542,86
Windsor 30,outdoor,imperial,recurve,non-compound,,721,86
Windsor 30,outdoor,imperial,compound,compound,,721,86
New Western,outdoor,imperial,recurve,non-compound,,70,86
New Western,outdoor,imperial,compound,compound,,70,86
Long Western,outdoor,imperial,recurve,non-compound,,126,86
Long Western,outdoor,imperial,compound,compound,,126,86
Western,outdoor,imperial,recurve,non-compound,,198,86
Western,outdoor,imperial,compound,compound,,198,86
Western 50,outdoor,imperial,recurve,non-compound,,282,86
Western 50,outdoor,imperial,compound,compound,,282,86
Western 40,outdoor,imperial,recurve,non-compound,,402,86
Western 40,outdoor,imperial,compound,compound,,402,86
Western 30,outdoor,imperial,recurve,non-compound,,557,86
Western 30,outdoor,imperial,compound,compound,,557,86
American,outdoor,imperial,recurve,non-compound,,227,86
American,outdoor,imperial,compound,compound,,227,86
St Nicholas,outdoor,imperial,recurve,non-compound,,343,86
St Nicholas,outdoor,imperial,compound,compound,,343,86
New National,outdoor,imperial,recurve,non-compound,,48,86
New National,outdoor,imperial,compound,compound,,48,86
Long National,outdoor,imperial,recurve,non-compound,,85,86
Long National,outdoor,imperial,compound,compound,,85,86
National,outdoor,imperial,recurve,non-compound,,140,86
National,outdoor,imperial,compound,compound,,140,86
National 50,outdoor,imperial,recurve,non-compound,,199,86
National 50,outdoor,imperial,compound,compound,,199,86
National 40,outdoor,imperial,recurve,non-compound,,284,86
National 40,outdoor,imperial,compound,compound,,284,86
National 30,outdoor,imperial,recurve,non-compound,,397,86
National 30,outdoor,imperial,compound,compound,,397,86
New Warwick,outdoor,imperial,recurve,non-compound,,35,86
New Warwick,outdoor,imperial,compound,compound,,35,86
Long Warwick,outdoor,imperial,recurve,non-compound,,63,86
Long Warwick,outdoor,imperial,compound,compound,,63,86
Warwick,outdoor,imperial,recurve,non-compound,,99,86
Warwick,outdoor,imperial,compound,compound,,99,86
Warwick 50,outdoor,imperial,recurve,non-compound,,141,86
Warwick 50,outdoor,imperial,compound,compound,,141,86
Warwick 40,outdoor,imperial,recurve,non-compound,,201,86
Warwick 40,outdoor,imperial,compound,compound,,201,86
York,outdoor,imperial,recurve,non-compound,,116,87
York,outdoor,imperial,compound,compound,,116,87
Hereford / Bristol I,outdoor,imperial,recurve,non-compound,,194,87
Hereford / Bristol I,outdoor,imperial,compound,compound,,194,87
Bristol II,outdoor,imperial,recurve,non-compound,,305,87
Bristol II,outdoor,imperial,compound,compound,,305,87
Bristol III,outdoor,imperial,recurve,non-compound,,438,87
Bristol III,outdoor,imperial,compound,compound,,438,87
Bristol IV,outdoor,imperial,recurve,non-compound,,624,87
Bristol IV,outdoor,imperial,compound,compound,,624,87
Bristol V,outdoor,imperial,recurve,non-compound,,859,87
Bristol V,outdoor,imperial,compound,compound,,859,87
St George,outdoor,imperial,recurve,non-compound,,107,87
St George,outdoor,imperial,compound,compound,,107,87
Albion,outdoor,imperial,recurve,non-compound,,172,87
Albion,outdoor,imperial,compound,compound,,172,87
Windsor,outdoor,imperial,recurve,non-compound,,259,87
Windsor,outdoor,imperial,compound,compound,,259,87
Windsor 50,outdoor,imperial,recurve,non-compound,,373,87
Windsor 50,outdoor,imperial,compound,compound,,373,87
Windsor 40,outdoor,imperial,recurve,non-compound,,527,87
Windsor 40,outdoor,imperial,compound,compound,,527,87
Windsor 30,outdoor,imperial,recurve,non-compound,,709,87
Windsor 30,outdoor,imperial,compound,compound,,709,87
New Western,outdoor,imperial,recurve,non-compound,,66,87
New Western,outdoor,imperial,compound,compound,,66,87
Long Western,outdoor,imperial,recurve,non-compound,,119,87
Long Western,outdoor,imperial,compound,compound,,119,87
Western,outdoor,imperial,recurve,non-compound,,187,87
Western,outdoor,imperial,compound,compound,,187,87
Western 50,outdoor,imperial,recurve,non-compound,,268,87
Western 50,outdoor,imperial,compound,compound,,268,87
Western 40,outdoor,imperial,recurve,non-compound,,387,87
Western 40,outdoor,imperial,compound,compound,,387,87
Western 30,outdoor,imperial,recurve,non-compound,,544,87
Western 30,outdoor,imperial,compound,compound,,544,87
American,outdoor,imperial,recurve,non-compound,,216,87
American,outdoor,imperial,compound,compound,,216,87
St Nicholas,outdoor,imperial,recurve,non-compound,,330,87
St Nicholas,outdoor,imperial,compound,compound,,330,87
New National,outdoor,imperial,recurve,non-compound,,45,87
New National,outdoor,imperial,compound,compound,,45,87
Long National,outdoor,imperial,recurve,non-compound,,80,87
Long National,outdoor,imperial,compound,compound,,80,87
National,outdoor,imperial,recurve,non-compound,,133,87
National,outdoor,imperial,compound,compound,,133,87
National 50,outdoor,imperial,recurve,non-compound,,189,87
National 50,outdoor,imperial,compound,compound,,189,87
National 40,outdoor,imperial,recurve,non-compound,,273,87
National 40,outdoor,imperial,compound,compound,,273,87
National 30,outdoor,imperial,recurve,non-compound,,387,87
National 30,outdoor,imperial,compound,compound,,387,87
New Warwick,outdoor,imperial,recurve,non-compound,,33,87
New Warwick,outdoor,imperial,compound,compound,,33,87
Long Warwick,outdoor,imperial,recurve,non-compound,,60,87
Long Warwick,outdoor,imperial,compound,compound,,60,87
Warwick,outdoor,imperial,recurve,non-compound,,94,87
Warwick,outdoor,imperial,compound,compound,,94,87
Warwick 50,outdoor,imperial,recurve,non-compound,,134,87
Warwick 50,outdoor,imperial,compound,compound,,134,87
Warwick 40,outdoor,imperial,recurve,non-compound,,194,87
Warwick 40,outdoor,imperial,compound,compound,,194,87
York,outdoor,imperial,recurve,non-compound,,109,88
York,outdoor,imperial,compound,compound,,109,88
Hereford / Bristol I,outdoor,imperial,recurve,non-compound,,183,88
Hereford / Bristol I,outdoor,imperial,compound,compound,,183,88
Bristol II,outdoor,imperial,recurve,non-compound,,289,88
Bristol II,outdoor,imperial,compound,compound,,289,88
Bristol III,outdoor,imperial,recurve,non-compound,,418,88
Bristol III,outdoor,imperial,compound,compound,,418,88
Bristol IV,outdoor,imperial,recurve,non-compound,,603,88
Bristol IV,outdoor,imperial,compound,compound,,603,88
Bristol V,outdoor,imperial,recurve,non-compound,,840,88
Bristol V,outdoor,imperial,compound,compound,,840,88
St George,outdoor,imperial,recurve,non-compound,,101,88
St George,outdoor,imperial,compound,compound,,101,88
Albion,outdoor,imperial,recurve,non-compound,,162,88
Albion,outdoor,imperial,compound,compound,,162,88
Windsor,outdoor,imperial,recurve,non-compound,,246,88
Windsor,outdoor,imperial,compound,compound,,246,88
Windsor 50,outdoor,imperial,recurve,non-compound,,358,88
Windsor 50,outdoor,imperial,compound,compound,,358,88
Windsor 40,outdoor,imperial,recurve,non-compound,,512,88
Windsor 40,outdoor,imperial,compound,compound,,512,88
Windsor 30,outdoor,imperial,recurve,non-compound,,697,88
Windsor 30,outdoor,imperial,compound,compound,,697,88
New Western,outdoor,imperial,recurve,non-compound,,62,88
New Western,outdoor,imperial,compound,compound,,62,88
Long Western,outdoor,imperial,recurve,non-compound,,112,88
Long Western,outdoor,imperial,compound,compound,,112,88
Western,outdoor,imperial,recurve,non-compound,,177,88
Western,outdoor,imperial,compound,compound,,177,88
Western 50,outdoor,imperial,recurve,non-compound,,256,88
Western 50,outdoor,imperial,compound,compound,,256,88
Western 40,outdoor,imperial,recurve,non-compound,,373,88
Western 40,outdoor,imperial,compound,compound,,373,88
Western 30,outdoor,imperial,recurve,non-compound,,531,88
Western 30,outdoor,imperial,compound,compound,,531,88
American,outdoor,imperial,recurve,non-compound,,205,88
American,outdoor,imperial,compound,compound,,205,88
St Nicholas,outdoor,imperial,recurve,non-compound,,318,88
St Nicholas,outdoor,imperial,compound,compound,,318,88
New National,outdoor,imperial,recurve,non-compound,,42,88
New National,outdoor,imperial,compound,compound,,42,88
Long National,outdoor,imperial,recurve,non-compound,,76,88
Long National,outdoor,imperial,compound,compound,,76,88
National,outdoor,imperial,recurve,non-compound,,125,88
National,outdoor,imperial,compound,compound,,125,88
National 50,outdoor,imperial,recurve,non-compound,,180,88
National 50,outdoor,imperial,compound,compound,,180,88
National 40,outdoor,imperial,recurve,non-compound,,262,88
National 40,outdoor,imperial,compound,compound,,262,88
National 30,outdoor,imperial,recurve,non-compound,,376,88
National 30,outdoor,imperial,compound,compound,,376,88
New Warwick,outdoor,imperial,recurve,non-compound,,31,88
New Warwick,outdoor,imperial,compound,compound,,31,88
Long Warwick,outdoor,imperial,recurve,non-compound,,56,88
Long Warwick,outdoor,imperial,compound,compound,,56,88
Warwick,outdoor,imperial,recurve,non-compound,,89,88
Warwick,outdoor,imperial,compound,compound,,89,88
Warwick 50,outdoor,imperial,recurve,non-compound,,128,88
Warwick 50,outdoor,imperial,compound,compound,,128,88
Warwick 40,outdoor,imperial,recurve,non-compound,,187,88
Warwick 40,outdoor,imperial,compound,compound,,187,88
York,outdoor,imperial,recurve,non-compound,,103,89
York,outdoor,imperial,compound,compound,,103,89
Hereford / Bristol I,outdoor,imperial,recurve,non-compound,,173,89
Hereford / Bristol I,outdoor,imperial,compound,compound,,173,89
Bristol II,outdoor,imperial,recurve,non-compound,,274,89
Bristol II,outdoor,imperial,compound,compound,,274,89
Bristol III,outdoor,imperial,recurve,non-compound,,399,89
Bristol III,outdoor,imperial,compound,compound,,399,89
Bristol IV,outdoor,imperial,recurve,non-compound,,582,89
Bristol IV,outdoor,imperial,compound,compound,,582,89
Bristol V,outdoor,imperial,recurve,non-compound,,821,89
Bristol V,outdoor,imperial,compound,compound,,821,89
St George,outdoor,imperial,recurve,non-compound,,95,89
St George,outdoor,imperial,compound,compound,,95,89
Albion,outdoor,imperial,recurve,non-compound,,153,89
Albion,outdoor,imperial,compound,compound,,153,89
Windsor,outdoor,imperial,recurve,non-compound,,234,89
Windsor,outdoor,imperial,compound,compound,,234,89
Windsor 50,outdoor,imperial,recurve,non-compound,,343,89
Windsor 50,outdoor,imperial,compound,compound,,343,89
Windsor 40,outdoor,imperial,recurve,non-compound,,496,89
Windsor 40,outdoor,imperial,compound,compound,,496,89
Windsor 30,outdoor,imperial,recurve,non-compound,,684,89
Windsor 30,outdoor,imperial,compound,compound,,684,89
New Western,outdoor,imperial,recurve,non-compound,,58,89
New Western,outdoor,imperial,compound,compound,,58,89
Long Western,outdoor,imperial,recurve,non-compound,,106,89
Long Western,outdoor,imperial,compound,compound,,106,89
Western,outdoor,imperial,recurve,non-compound,,168,89
Western,outdoor,imperial,compound,compound,,168,89
Western 50,outdoor,imperial,recurve,non-compound,,243,89
Western 50,outdoor,imperial,compound,compound,,243,89
Western 40,outdoor,imperial,recurve,non-compound,,358,89
Western 40,outdoor,imperial,compound,compound,,358,89
Western 30,outdoor,imperial,recurve,non-compound,,517,89
Western 30,outdoor,imperial,compound,compound,,517,89
American,outdoor,imperial,recurve,non-compound,,195,89
American,outdoor,imperial,compound,compound,,195,89
St Nicholas,outdoor,imperial,recurve,non-compound,,305,89
St Nicholas,outdoor,imperial,compound,compound,,305,89
New National,outdoor,imperial,recurve,non-compound,,40,89
New National,outdoor,imperial,compound,compound,,40,89
Long National,outdoor,imperial,recurve,non-compound,,71,89
Long National,outdoor,imperial,compound,compound,,71,89
National,outdoor,imperial,recurve,non-compound,,118,89
National,outdoor,imperial,compound,compound,,118,89
National 50,outdoor,imperial,recurve,non-compound,,171,89
National 50,outdoor,imperial,compound,compound,,171,89
National 40,outdoor,imperial,recurve,non-compound,,251,89
National 40,outdoor,imperial,compound,compound,,251,89
National 30,outdoor,imperial,recurve,non-compound,,365,89
National 30,outdoor,imperial,compound,compound,,365,89
New Warwick,outdoor,imperial,recurve,non-compound,,29,89
