round_name,round_type,system,bow_type,bow_group,spot_type,score,handicap
Bray I,indoor,metric,compound,compound,triple,9,110
Bray II,indoor,metric,compound,compound,single,23,110
Bray II,indoor,metric,compound,compound,triple,12,110
Portsmouth,indoor,metric,compound,compound,single,70,110
Portsmouth,indoor,metric,compound,compound,triple,36,110
Stafford,indoor,metric,compound,compound,single,53,110
WA 18m,indoor,metric,compound,compound,single,35,110
WA 18m or Vegas,indoor,metric,compound,compound,triple,18,110
WA 25m,indoor,metric,compound,compound,single,38,110
WA 25m,indoor,metric,compound,compound,triple,19,110
Bray I,indoor,metric,recurve,non-compound,single,16,111
Bray I,indoor,metric,barebow,non-compound,single,16,111
Bray I,indoor,metric,longbow,non-compound,single,16,111
Bray I,indoor,metric,recurve,non-compound,triple,8,111
Bray I,indoor,metric,barebow,non-compound,triple,8,111
Bray I,indoor,metric,longbow,non-compound,triple,8,111
Bray II,indoor,metric,recurve,non-compound,single,22,111
Bray II,indoor,metric,barebow,non-compound,single,22,111
Bray II,indoor,metric,longbow,non-compound,single,22,111
Bray II,indoor,metric,recurve,non-compound,triple,11,111
Bray II,indoor,metric,barebow,non-compound,triple,11,111
Bray II,indoor,metric,longbow,non-compound,triple,11,111
Portsmouth,indoor,metric,recurve,non-compound,single,66,111
Portsmouth,indoor,metric,barebow,non-compound,single,66,111
Portsmouth,indoor,metric,longbow,non-compound,single,66,111
Portsmouth,indoor,metric,recurve,non-compound,triple,34,111
Portsmouth,indoor,metric,barebow,non-compound,triple,34,111
Portsmouth,indoor,metric,longbow,non-compound,triple,34,111
Stafford,indoor,metric,recurve,non-compound,single,50,111
Stafford,indoor,metric,barebow,non-compound,single,50,111
Stafford,indoor,metric,longbow,non-compound,single,50,111
WA 18m,indoor,metric,recurve,non-compound,single,33,111
WA 18m,indoor,metric,barebow,non-compound,single,33,111
WA 18m,indoor,metric,longbow,non-compound,single,33,111
WA 18m or Vegas,indoor,metric,recurve,non-compound,triple,17,111
WA 18m or Vegas,indoor,metric,barebow,non-compound,triple,17,111
WA 18m or Vegas,indoor,metric,longbow,non-compound,triple,17,111
WA 25m,indoor,metric,recurve,non-compound,single,36,111
WA 25m,indoor,metric,barebow,non-compound,single,36,111
WA 25m,indoor,metric,longbow,non-compound,single,36,111
WA 25m,indoor,metric,recurve,non-compound,triple,18,111
WA 25m,indoor,metric,barebow,non-compound,triple,18,111
WA 25m,indoor,metric,longbow,non-compound,triple,18,111
Worcester,indoor,metric,compound,compound,single,19,111
Worcester,indoor,metric,recurve,non-compound,single,19,111
Worcester,indoor,metric,barebow,non-compound,single,19,111
Worcester,indoor,metric,longbow,non-compound,single,19,111
Worcester,indoor,metric,compound,compound,triple,7,111
Worcester,indoor,metric,recurve,non-compound,triple,7,111
Worcester,indoor,metric,barebow,non-compound,triple,7,111
Worcester,indoor,metric,longbow,non-compound,triple,7,111
Vegas300,indoor,metric,compound,compound,single,16,111
Vegas300,indoor,metric,recurve,non-compound,single,16,111
Vegas300,indoor,metric,barebow,non-compound,single,16,111
Vegas300,indoor,metric,longbow,non-compound,single,16,111
Vegas300,indoor,metric,compound,compound,triple,8,111
Vegas300,indoor,metric,recurve,non-compound,triple,8,111
Vegas300,indoor,metric,barebow,non-compound,triple,8,111
Vegas300,indoor,metric,longbow,non-compound,triple,8,111
Bray I,indoor,metric,compound,compound,single,16,111
Bray I,indoor,metric,compound,compound,triple,8,111
Bray II,indoor,metric,compound,compound,single,22,111
Bray II,indoor,metric,compound,compound,triple,11,111
Portsmouth,indoor,metric,compound,compound,single,66,111
Portsmouth,indoor,metric,compound,compound,triple,34,111
Stafford,indoor,metric,compound,compound,single,50,111
WA 18m,indoor,metric,compound,compound,single,33,111
WA 18m or Vegas,indoor,metric,compound,compound,triple,17,111
WA 25m,indoor,metric,compound,compound,single,36,111
WA 25m,indoor,metric,compound,compound,triple,18,111
Bray I,indoor,metric,recurve,non-compound,single,15,112
Bray I,indoor,metric,barebow,non-compound,single,15,112
Bray I,indoor,metric,longbow,non-compound,single,15,112
Bray I,indoor,metric,recurve,non-compound,triple,8,112
Bray I,indoor,metric,barebow,non-compound,triple,8,112
Bray I,indoor,metric,longbow,non-compound,triple,8,112
Bray II,indoor,metric,recurve,non-compound,single,20,112
Bray II,indoor,metric,barebow,non-compound,single,20,112
Bray II,indoor,metric,longbow,non-compound,single,20,112
Bray II,indoor,metric,recurve,non-compound,triple,10,112
Bray II,indoor,metric,barebow,non-compound,triple,10,112
Bray II,indoor,metric,longbow,non-compound,triple,10,112
Portsmouth,indoor,metric,recurve,non-compound,single,62,112
Portsmouth,indoor,metric,barebow,non-compound,single,62,112
Portsmouth,indoor,metric,longbow,non-compound,single,62,112
Portsmouth,indoor,metric,recurve,non-compound,triple,32,112
Portsmouth,indoor,metric,barebow,non-compound,triple,32,112
Portsmouth,indoor,metric,longbow,non-compound,triple,32,112
Stafford,indoor,metric,recurve,non-compound,single,47,112
Stafford,indoor,metric,barebow,non-compound,single,47,112
Stafford,indoor,metric,longbow,non-compound,single,47,112
WA 18m,indoor,metric,recurve,non-compound,single,31,112
WA 18m,indoor,metric,barebow,non-compound,single,31,112
WA 18m,indoor,metric,longbow,non-compound,single,31,112
WA 18m or Vegas,indoor,metric,recurve,non-compound,triple,16,112
WA 18m or Vegas,indoor,metric,barebow,non-compound,triple,16,112
WA 18m or Vegas,indoor,metric,longbow,non-compound,triple,16,112
WA 25m,indoor,metric,recurve,non-compound,single,33,112
WA 25m,indoor,metric,barebow,non-compound,single,33,112
WA 25m,indoor,metric,longbow,non-compound,single,33,112
WA 25m,indoor,metric,recurve,non-compound,triple,17,112
WA 25m,indoor,metric,barebow,non-compound,triple,17,112
WA 25m,indoor,metric,longbow,non-compound,triple,17,112
Worcester,indoor,metric,compound,compound,single,18,112
Worcester,indoor,metric,recurve,non-compound,single,18,112
Worcester,indoor,metric,barebow,non-compound,single,18,112
Worcester,indoor,metric,longbow,non-compound,single,18,112
Worcester,indoor,metric,compound,compound,triple,6,112
Worcester,indoor,metric,recurve,non-compound,triple,6,112
Worcester,indoor,metric,barebow,non-compound,triple,6,112
Worcester,indoor,metric,longbow,non-compound,triple,6,112
Vegas300,indoor,metric,compound,compound,single,15,112
Vegas300,indoor,metric,recurve,non-compound,single,15,112
Vegas300,indoor,metric,barebow,non-compound,single,15,112
Vegas300,indoor,metric,longbow,non-compound,single,15,112
Vegas300,indoor,metric,compound,compound,triple,8,112
Vegas300,indoor,metric,recurve,non-compound,triple,8,112
Vegas300,indoor,metric,barebow,non-compound,triple,8,112
Vegas300,indoor,metric,longbow,non-compound,triple,8,112
Bray I,indoor,metric,compound,compound,single,15,112
Bray I,indoor,metric,compound,compound,triple,8,112
Bray II,indoor,metric,compound,compound,single,20,112
Bray II,indoor,metric,compound,compound,triple,10,112
Portsmouth,indoor,metric,compound,compound,single,62,112
Portsmouth,indoor,metric,compound,compound,triple,32,112
Stafford,indoor,metric,compound,compound,single,46,112
WA 18m,indoor,metric,compound,compound,single,31,112
WA 18m or Vegas,indoor,metric,compound,compound,triple,16,112
WA 25m,indoor,metric,compound,compound,single,33,112
WA 25m,indoor,metric,compound,compound,triple,17,112
Bray I,indoor,metric,recurve,non-compound,single,14,113
Bray I,indoor,metric,barebow,non-compound,single,14,113
Bray I,indoor,metric,longbow,non-compound,single,14,113
Bray I,indoor,metric,recurve,non-compound,triple,7,113
Bray I,indoor,metric,barebow,non-compound,triple,7,113
Bray I,indoor,metric,longbow,non-compound,triple,7,113
Bray II,indoor,metric,recurve,non-compound,single,19,113
Bray II,indoor,metric,barebow,non-compound,single,19,113
Bray II,indoor,metric,longbow,non-compound,single,19,113
Bray II,indoor,metric,recurve,non-compound,triple,10,113
Bray II,indoor,metric,barebow,non-compound,triple,10,113
Bray II,indoor,metric,longbow,non-compound,triple,10,113
Portsmouth,indoor,metric,recurve,non-compound,single,58,113
Portsmouth,indoor,metric,barebow,non-compound,single,58,113
Portsmouth,indoor,metric,longbow,non-compound,single,58,113
Portsmouth,indoor,metric,recurve,non-compound,triple,30,113
Portsmouth,indoor,metric,barebow,non-compound,triple,30,113
Portsmouth,indoor,metric,longbow,non-compound,triple,30,113
Stafford,indoor,metric,recurve,non-compound,single,44,113
Stafford,indoor,metric,barebow,non-compound,single,44,113
Stafford,indoor,metric,longbow,non-compound,single,44,113
WA 18m,indoor,metric,recurve,non-compound,single,29,113
WA 18m,indoor,metric,barebow,non-compound,single,29,113
WA 18m,indoor,metric,longbow,non-compound,single,29,113
WA 18m or Vegas,indoor,metric,recurve,non-compound,triple,15,113
WA 18m or Vegas,indoor,metric,barebow,non-compound,triple,15,113
WA 18m or Vegas,indoor,metric,longbow,non-compound,triple,15,113
WA 25m,indoor,metric,recurve,non-compound,single,31,113
WA 25m,indoor,metric,barebow,non-compound,single,31,113
WA 25m,indoor,metric,longbow,non-compound,single,31,113
WA 25m,indoor,metric,recurve,non-compound,triple,16,113
WA 25m,indoor,metric,barebow,non-compound,triple,16,113
WA 25m,indoor,metric,longbow,non-compound,triple,16,113
Worcester,indoor,metric,compound,compound,single,17,113
Worcester,indoor,metric,recurve,non-compound,single,17,113
Worcester,indoor,metric,barebow,non-compound,single,17,113
Worcester,indoor,metric,longbow,non-compound,single,17,113
Worcester,indoor,metric,compound,compound,triple,6,113
Worcester,indoor,metric,recurve,non-compound,triple,6,113
Worcester,indoor,metric,barebow,non-compound,triple,6,113
Worcester,indoor,metric,longbow,non-compound,triple,6,113
Vegas300,indoor,metric,compound,compound,single,14,113
Vegas300,indoor,metric,recurve,non-compound,single,14,113
Vegas300,indoor,metric,barebow,non-compound,single,14,113
Vegas300,indoor,metric,longbow,non-compound,single,14,113
Vegas300,indoor,metric,compound,compound,triple,7,113
Vegas300,indoor,metric,recurve,non-compound,triple,7,113
Vegas300,indoor,metric,barebow,non-compound,triple,7,113
Vegas300,indoor,metric,longbow,non-compound,triple,7,113
Bray I,indoor,metric,compound,compound,single,14,113
Bray I,indoor,metric,compound,compound,triple,7,113
Bray II,indoor,metric,compound,compound,single,19,113
Bray II,indoor,metric,compound,compound,triple,10,113
Portsmouth,indoor,metric,compound,compound,single,58,113
Portsmouth,indoor,metric,compound,compound,triple,30,113
Stafford,indoor,metric,compound,compound,single,44,113
WA 18m,indoor,metric,compound,compound,single,29,113
WA 18m or Vegas,indoor,metric,compound,compound,triple,15,113
WA 25m,indoor,metric,compound,compound,single,31,113
WA 25m,indoor,metric,compound,compound,triple,16,113
Bray I,indoor,metric,recurve,non-compound,single,13,114
Bray I,indoor,metric,barebow,non-compound,single,13,114
Bray I,indoor,metric,longbow,non-compound,single,13,114
Bray I,indoor,metric,recurve,non-compound,triple,7,114
Bray I,indoor,metric,barebow,non-compound,triple,7,114
Bray I,indoor,metric,longbow,non-compound,triple,7,114
Bray II,indoor,metric,recurve,non-compound,single,18,114
Bray II,indoor,metric,barebow,non-compound,single,18,114
Bray II,indoor,metric,longbow,non-compound,single,18,114
Bray II,indoor,metric,recurve,non-compound,triple,9,114
Bray II,indoor,metric,barebow,non-compound,triple,9,114
Bray II,indoor,metric,longbow,non-compound,triple,9,114
Portsmouth,indoor,metric,recurve,non-compound,single,55,114
Portsmouth,indoor,metric,barebow,non-compound,single,55,114
Portsmouth,indoor,metric,longbow,non-compound,single,55,114
Portsmouth,indoor,metric,recurve,non-compound,triple,28,114
Portsmouth,indoor,metric,barebow,non-compound,triple,28,114
Portsmouth,indoor,metric,longbow,non-compound,triple,28,114
Stafford,indoor,metric,recurve,non-compound,single,41,114
Stafford,indoor,metric,barebow,non-compound,single,41,114
Stafford,indoor,metric,longbow,non-compound,single,41,114
WA 18m,indoor,metric,recurve,non-compound,single,27,114
WA 18m,indoor,metric,barebow,non-compound,single,27,114
WA 18m,indoor,metric,longbow,non-compound,single,27,114
WA 18m or Vegas,indoor,metric,recurve,non-compound,triple,14,114
WA 18m or Vegas,indoor,metric,barebow,non-compound,triple,14,114
WA 18m or Vegas,indoor,metric,longbow,non-compound,triple,14,114
WA 25m,indoor,metric,recurve,non-compound,single,29,114
WA 25m,indoor,metric,barebow,non-compound,single,29,114
WA 25m,indoor,metric,longbow,non-compound,single,29,114
WA 25m,indoor,metric,recurve,non-compound,triple,15,114
WA 25m,indoor,metric,barebow,non-compound,triple,15,114
WA 25m,indoor,metric,longbow,non-compound,triple,15,114
Worcester,indoor,metric,compound,compound,single,16,114
Worcester,indoor,metric,recurve,non-compound,single,16,114
Worcester,indoor,metric,barebow,non-compound,single,16,114
Worcester,indoor,metric,longbow,non-compound,single,16,114
Worcester,indoor,metric,compound,compound,triple,6,114
Worcester,indoor,metric,recurve,non-compound,triple,6,114
Worcester,indoor,metric,barebow,non-compound,triple,6,114
Worcester,indoor,metric,longbow,non-compound,triple,6,114
Vegas300,indoor,metric,compound,compound,single,13,114
Vegas300,indoor,metric,recurve,non-compound,single,13,114
Vegas300,indoor,metric,barebow,non-compound,single,13,114
Vegas300,indoor,metric,longbow,non-compound,single,13,114
Vegas300,indoor,metric,compound,compound,triple,7,114
Vegas300,indoor,metric,recurve,non-compound,triple,7,114
Vegas300,indoor,metric,barebow,non-compound,triple,7,114
Vegas300,indoor,metric,longbow,non-compound,triple,7,114
Bray I,indoor,metric,compound,compound,single,13,114
Bray I,indoor,metric,compound,compound,triple,7,114
Bray II,indoor,metric,compound,compound,single,18,114
Bray II,indoor,metric,compound,compound,triple,9,114
Portsmouth,indoor,metric,compound,compound,single,55,114
Portsmouth,indoor,metric,compound,compound,triple,28,114
Stafford,indoor,metric,compound,compound,single,41,114
WA 18m,indoor,metric,compound,compound,single,27,114
WA 18m or Vegas,indoor,metric,compound,compound,triple,14,114
WA 25m,indoor,metric,compound,compound,single,29,114
WA 25m,indoor,metric,compound,compound,triple,15,114
Bray I,indoor,metric,recurve,non-compound,single,13,115
Bray I,indoor,metric,barebow,non-compound,single,13,115
Bray I,indoor,metric,longbow,non-compound,single,13,115
Bray I,indoor,metric,recurve,non-compound,triple,6,115
Bray I,indoor,metric,barebow,non-compound,triple,6,115
Bray I,indoor,metric,longbow,non-compound,triple,6,115
Bray II,indoor,metric,recurve,non-compound,single,17,115
Bray II,indoor,metric,barebow,non-compound,single,17,115
Bray II,indoor,metric,longbow,non-compound,single,17,115
Bray II,indoor,metric,recurve,non-compound,triple,9,115
Bray II,indoor,metric,barebow,non-compound,triple,9,115
Bray II,indoor,metric,longbow,non-compound,triple,9,115
Portsmouth,indoor,metric,recurve,non-compound,single,52,115
Portsmouth,indoor,metric,barebow,non-compound,single,52,115
Portsmouth,indoor,metric,longbow,non-compound,single,52,115
Portsmouth,indoor,metric,recurve,non-compound,triple,26,115
Portsmouth,indoor,metric,barebow,non-compound,triple,26,115
Portsmouth,indoor,metric,longbow,non-compound,triple,26,115
Stafford,indoor,metric,recurve,non-compound,single,38,115
Stafford,indoor,metric,barebow,non-compound,single,38,115
Stafford,indoor,metric,longbow,non-compound,single,38,115
WA 18m,indoor,metric,recurve,non-compound,single,25,115
WA 18m,indoor,metric,barebow,non-compound,single,25,115
WA 18m,indoor,metric,longbow,non-compound,single,25,115
WA 18m or Vegas,indoor,metric,recurve,non-compound,triple,13,115
WA 18m or Vegas,indoor,metric,barebow,non-compound,triple,13,115
WA 18m or Vegas,indoor,metric,longbow,non-compound,triple,13,115
WA 25m,indoor,metric,recurve,non-compound,single,28,115
WA 25m,indoor,metric,barebow,non-compound,single,28,115
WA 25m,indoor,metric,longbow,non-compound,single,28,115
WA 25m,indoor,metric,recurve,non-compound,triple,14,115
WA 25m,indoor,metric,barebow,non-compound,triple,14,115
WA 25m,indoor,metric,longbow,non-compound,triple,14,115
Worcester,indoor,metric,compound,compound,single,15,115
Worcester,indoor,metric,recurve,non-compound,single,15,115
Worcester,indoor,metric,barebow,non-compound,single,15,115
Worcester,indoor,metric,longbow,non-compound,single,15,115
Worcester,indoor,metric,compound,compound,triple,5,115
Worcester,indoor,metric,recurve,non-compound,triple,5,115
Worcester,indoor,metric,barebow,non-compound,triple,5,115
Worcester,indoor,metric,longbow,non-compound,triple,5,115
Vegas300,indoor,metric,compound,compound,single,13,115
Vegas300,indoor,metric,recurve,non-compound,single,13,115
Vegas300,indoor,metric,barebow,non-compound,single,13,115
Vegas300,indoor,metric,longbow,non-compound,single,13,115
Vegas300,indoor,metric,compound,compound,triple,6,115
Vegas300,indoor,metric,recurve,non-compound,triple,6,115
Vegas300,indoor,metric,barebow,non-compound,triple,6,115
Vegas300,indoor,metric,longbow,non-compound,triple,6,115
Bray I,indoor,metric,compound,compound,single,13,115
Bray I,indoor,metric,compound,compound,triple,6,115
Bray II,indoor,metric,compound,compound,single,17,115
Bray II,indoor,metric,compound,compound,triple,8,115
Portsmouth,indoor,metric,compound,compound,single,51,115
Portsmouth,indoor,metric,compound,compound,triple,26,115
Stafford,indoor,metric,compound,compound,single,38,115
WA 18m,indoor,metric,compound,compound,single,25,115
WA 18m or Vegas,indoor,metric,compound,compound,triple,13,115
WA 25m,indoor,metric,compound,compound,single,27,115
WA 25m,indoor,metric,compound,compound,triple,14,115
Bray I,indoor,metric,recurve,non-compound,single,12,116
Bray I,indoor,metric,barebow,non-compound,single,12,116
Bray I,indoor,metric,longbow,non-compound,single,12,116
Bray I,indoor,metric,recurve,non-compound,triple,6,116
Bray I,indoor,metric,barebow,non-compound,triple,6,116
Bray I,indoor,metric,longbow,non-compound,triple,6,116
Bray II,indoor,metric,recurve,non-compound,single,16,116
Bray II,indoor,metric,barebow,non-compound,single,16,116
Bray II,indoor,metric,longbow,non-compound,single,16,116
Bray II,indoor,metric,recurve,non-compound,triple,8,116
Bray II,indoor,metric,barebow,non-compound,triple,8,116
Bray II,indoor,metric,longbow,non-compound,triple,8,116
Portsmouth,indoor,metric,recurve,non-compound,single,48,116
Portsmouth,indoor,metric,barebow,non-compound,single,48,116
Portsmouth,indoor,metric,longbow,non-compound,single,48,116
Portsmouth,indoor,metric,recurve,non-compound,triple,25,116
Portsmouth,indoor,metric,barebow,non-compound,triple,25,116
Portsmouth,indoor,metric,longbow,non-compound,triple,25,116
Stafford,indoor,metric,recurve,non-compound,single,36,116
Stafford,indoor,metric,barebow,non-compound,single,36,116
Stafford,indoor,metric,longbow,non-compound,single,36,116
WA 18m,indoor,metric,recurve,non-compound,single,24,116
WA 18m,indoor,metric,barebow,non-compound,single,24,116
WA 18m,indoor,metric,longbow,non-compound,single,24,116
WA 18m or Vegas,indoor,metric,recurve,non-compound,triple,12,116
WA 18m or Vegas,indoor,metric,barebow,non-compound,triple,12,116
WA 18m or Vegas,indoor,metric,longbow,non-compound,triple,12,116
WA 25m,indoor,metric,recurve,non-compound,single,26,116
WA 25m,indoor,metric,barebow,non-compound,single,26,116
WA 25m,indoor,metric,longbow,non-compound,single,26,116
WA 25m,indoor,metric,recurve,non-compound,triple,13,116
WA 25m,indoor,metric,barebow,non-compound,triple,13,116
WA 25m,indoor,metric,longbow,non-compound,triple,13,116
Worcester,indoor,metric,compound,compound,single,14,116
Worcester,indoor,metric,recurve,non-compound,single,14,116
Worcester,indoor,metric,barebow,non-compound,single,14,116
Worcester,indoor,metric,longbow,non-compound,single,14,116
Worcester,indoor,metric,compound,compound,triple,5,116
Worcester,indoor,metric,recurve,non-compound,triple,5,116
Worcester,indoor,metric,barebow,non-compound,triple,5,116
Worcester,indoor,metric,longbow,non-compound,triple,5,116
Vegas300,indoor,metric,compound,compound,single,12,116
Vegas300,indoor,metric,recurve,non-compound,single,12,116
Vegas300,indoor,metric,barebow,non-compound,single,12,116
Vegas300,indoor,metric,longbow,non-compound,single,12,116
Vegas300,indoor,metric,compound,compound,triple,6,116
Vegas300,indoor,metric,recurve,non-compound,triple,6,116
Vegas300,indoor,metric,barebow,non-compound,triple,6,116
Vegas300,indoor,metric,longbow,non-compound,triple,6,116
Bray I,indoor,metric,compound,compound,single,12,116
Bray I,indoor,metric,compound,compound,triple,6,116
Bray II,indoor,metric,compound,compound,single,16,116
Bray II,indoor,metric,compound,compound,triple,8,116
Portsmouth,indoor,metric,compound,compound,single,48,116
Portsmouth,indoor,metric,compound,compound,triple,24,116
Stafford,indoor,metric,compound,compound,single,36,116
WA 18m,indoor,metric,compound,compound,single,24,116
WA 18m or Vegas,indoor,metric,compound,compound,triple,12,116
WA 25m,indoor,metric,compound,compound,single,26,116
WA 25m,indoor,metric,compound,compound,triple,13,116
Bray I,indoor,metric,recurve,non-compound,single,11,117
Bray I,indoor,metric,barebow,non-compound,single,11,117
Bray I,indoor,metric,longbow,non-compound,single,11,117
Bray I,indoor,metric,recurve,non-compound,triple,6,117
Bray I,indoor,metric,barebow,non-compound,triple,6,117
Bray I,indoor,metric,longbow,non-compound,triple,6,117
Bray II,indoor,metric,recurve,non-compound,single,15,117
Bray II,indoor,metric,barebow,non-compound,single,15,117
Bray II,indoor,metric,longbow,non-compound,single,15,117
Bray II,indoor,metric,recurve,non-compound,triple,8,117
Bray II,indoor,metric,barebow,non-compound,triple,8,117
Bray II,indoor,metric,longbow,non-compound,triple,8,117
Portsmouth,indoor,metric,recurve,non-compound,single,45,117
Portsmouth,indoor,metric,barebow,non-compound,single,45,117
Portsmouth,indoor,metric,longbow,non-compound,single,45,117
Portsmouth,indoor,metric,recurve,non-compound,triple,23,117
Portsmouth,indoor,metric,barebow,non-compound,triple,23,117
Portsmouth,indoor,metric,longbow,non-compound,triple,23,117
Stafford,indoor,metric,recurve,non-compound,single,34,117
Stafford,indoor,metric,barebow,non-compound,single,34,117
Stafford,indoor,metric,longbow,non-compound,single,34,117
WA 18m,indoor,metric,recurve,non-compound,single,22,117
WA 18m,indoor,metric,barebow,non-compound,single,22,117
WA 18m,indoor,metric,longbow,non-compound,single,22,117
WA 18m or Vegas,indoor,metric,recurve,non-compound,triple,11,117
WA 18m or Vegas,indoor,metric,barebow,non-compound,triple,11,117
WA 18m or Vegas,indoor,metric,longbow,non-compound,triple,11,117
WA 25m,indoor,metric,recurve,non-compound,single,24,117
WA 25m,indoor,metric,barebow,non-compound,single,24,117
WA 25m,indoor,metric,longbow,non-compound,single,24,117
WA 25m,indoor,metric,recurve,non-compound,triple,12,117
WA 25m,indoor,metric,barebow,non-compound,triple,12,117
WA 25m,indoor,metric,longbow,non-compound,triple,12,117
Worcester,indoor,metric,compound,compound,single,13,117
Worcester,indoor,metric,recurve,non-compound,single,13,117
Worcester,indoor,metric,barebow,non-compound,single,13,117
Worcester,indoor,metric,longbow,non-compound,single,13,117
Worcester,indoor,metric,compound,compound,triple,5,117
Worcester,indoor,metric,recurve,non-compound,triple,5,117
Worcester,indoor,metric,barebow,non-compound,triple,5,117
Worcester,indoor,metric,longbow,non-compound,triple,5,117
Vegas300,indoor,metric,compound,compound,single,11,117
Vegas300,indoor,metric,recurve,non-compound,single,11,117
Vegas300,indoor,metric,barebow,non-compound,single,11,117
Vegas300,indoor,metric,longbow,non-compound,single,11,117
Vegas300,indoor,metric,compound,compound,triple,6,117
Vegas300,indoor,metric,recurve,non-compound,triple,6,117
Vegas300,indoor,metric,barebow,non-compound,triple,6,117
Vegas300,indoor,metric,longbow,non-compound,triple,6,117
Bray I,indoor,metric,compound,compound,single,11,117
Bray I,indoor,metric,compound,compound,triple,6,117
Bray II,indoor,metric,compound,compound,single,15,117
Bray II,indoor,metric,compound,compound,triple,7,117
Portsmouth,indoor,metric,compound,compound,single,45,117
Portsmouth,indoor,metric,compound,compound,triple,23,117
Stafford,indoor,metric,compound,compound,single,34,117
WA 18m,indoor,metric,compound,compound,single,22,117
WA 18m or Vegas,indoor,metric,compound,compound,triple,11,117
WA 25m,indoor,metric,compound,compound,single,24,117
WA 25m,indoor,metric,compound,compound,triple,12,117
Bray I,indoor,metric,recurve,non-compound,single,10,118
Bray I,indoor,metric,barebow,non-compound,single,10,118
Bray I,indoor,metric,longbow,non-compound,single,10,118
Bray I,indoor,metric,recurve,non-compound,triple,5,118
Bray I,indoor,metric,barebow,non-compound,triple,5,118
Bray I,indoor,metric,longbow,non-compound,triple,5,118
Bray II,indoor,metric,recurve,non-compound,single,14,118
Bray II,indoor,metric,barebow,non-compound,single,14,118
Bray II,indoor,metric,longbow,non-compound,single,14,118
Bray II,indoor,metric,recurve,non-compound,triple,7,118
Bray II,indoor,metric,barebow,non-compound,triple,7,118
Bray II,indoor,metric,longbow,non-compound,triple,7,118
Portsmouth,indoor,metric,recurve,non-compound,single,43,118
Portsmouth,indoor,metric,barebow,non-compound,single,43,118
Portsmouth,indoor,metric,longbow,non-compound,single,43,118
Portsmouth,indoor,metric,recurve,non-compound,triple,21,118
Portsmouth,indoor,metric,barebow,non-compound,triple,21,118
Portsmouth,indoor,metric,longbow,non-compound,triple,21,118
Stafford,indoor,metric,recurve,non-compound,single,32,118
Stafford,indoor,metric,barebow,non-compound,single,32,118
Stafford,indoor,metric,longbow,non-compound,single,32,118
WA 18m,indoor,metric,recurve,non-compound,single,21,118
WA 18m,indoor,metric,barebow,non-compound,single,21,118
WA 18m,indoor,metric,longbow,non-compound,single,21,118
WA 18m or Vegas,indoor,metric,recurve,non-compound,triple,11,118
WA 18m or Vegas,indoor,metric,barebow,non-compound,triple,11,118
WA 18m or Vegas,indoor,metric,longbow,non-compound,triple,11,118
WA 25m,indoor,metric,recurve,non-compound,single,23,118
WA 25m,indoor,metric,barebow,non-compound,single,23,118
WA 25m,indoor,metric,longbow,non-compound,single,23,118
WA 25m,indoor,metric,recurve,non-compound,triple,11,118
WA 25m,indoor,metric,barebow,non-compound,triple,11,118
WA 25m,indoor,metric,longbow,non-compound,triple,11,118
Worcester,indoor,metric,compound,compound,single,12,118
Worcester,indoor,metric,recurve,non-compound,single,12,118
Worcester,indoor,metric,barebow,non-compound,single,12,118
Worcester,indoor,metric,longbow,non-compound,single,12,118
Worcester,indoor,metric,compound,compound,triple,4,118
Worcester,indoor,metric,recurve,non-compound,triple,4,118
Worcester,indoor,metric,barebow,non-compound,triple,4,118
Worcester,indoor,metric,longbow,non-compound,triple,4,118
Vegas300,indoor,metric,compound,compound,single,10,118
Vegas300,indoor,metric,recurve,non-compound,single,10,118
Vegas300,indoor,metric,barebow,non-compound,single,10,118
Vegas300,indoor,metric,longbow,non-compound,single,10,118
Vegas300,indoor,metric,compound,compound,triple,5,118
Vegas300,indoor,metric,recurve,non-compound,triple,5,118
Vegas300,indoor,metric,barebow,non-compound,triple,5,118
Vegas300,indoor,metric,longbow,non-compound,triple,5,118
Bray I,indoor,metric,compound,compound,single,10,118
Bray I,indoor,metric,compound,compound,triple,5,118
Bray II,indoor,metric,compound,compound,single,14,118
Bray II,indoor,metric,compound,compound,triple,7,118
Portsmouth,indoor,metric,compound,compound,single,43,118
Portsmouth,indoor,metric,compound,compound,triple,21,118
Stafford,indoor,metric,compound,compound,single,32,118
WA 18m,indoor,metric,compound,compound,single,21,118
WA 18m or Vegas,indoor,metric,compound,compound,triple,11,118
WA 25m,indoor,metric,compound,compound,single,23,118
WA 25m,indoor,metric,compound,compound,triple,11,118
Bray I,indoor,metric,recurve,non-compound,single,10,119
Bray I,indoor,metric,barebow,non-compound,single,10,119
Bray I,indoor,metric,longbow,non-compound,single,10,119
Bray I,indoor,metric,recurve,non-compound,triple,5,119
Bray I,indoor,metric,barebow,non-compound,triple,5,119
Bray I,indoor,metric,longbow,non-compound,triple,5,119
Bray II,indoor,metric,recurve,non-compound,single,13,119
Bray II,indoor,metric,barebow,non-compound,single,13,119
Bray II,indoor,metric,longbow,non-compound,single,13,119
Bray II,indoor,metric,recurve,non-compound,triple,7,119
Bray II,indoor,metric,barebow,non-compound,triple,7,119
Bray II,indoor,metric,longbow,non-compound,triple,7,119
Portsmouth,indoor,metric,recurve,non-compound,single,40,119
Portsmouth,indoor,metric,barebow,non-compound,single,40,119
